TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,1,16,16,15.3%,70%,https://www.estimize.com/users/analyst_7633084
NFLX,Jan-17,1,22,22,2.6%,74%,https://www.estimize.com/users/analyst_7633084
