TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
REGN,Feb-9,2,40,20,11.5%,63%,https://www.estimize.com/users/analyst_6792293
AMZN,Feb-2,1,-7,-7,17.2%,55%,https://www.estimize.com/users/analyst_6792293
