TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,1,-10,-10,15.9%,48%,https://www.estimize.com/users/analyst_7099482
HD,Feb-21,0,25,50,0.0%,79%,https://www.estimize.com/users/analyst_7099482
