TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
NKE,Dec-20,1,15,15,13.5%,36%,https://www.estimize.com/users/analyst_7308445
LULU,Dec-8,1,16,16,1.2%,74%,https://www.estimize.com/users/analyst_7308445
AMZN,Feb-2,1,14,14,13.5%,72%,https://www.estimize.com/users/analyst_7308445
