TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,1,-6,-6,16.5%,60%,https://www.estimize.com/users/analyst_5165494
GOOGL,Jan-31,1,9,9,5.4%,53%,https://www.estimize.com/users/analyst_5165494
MSFT,Jan-24,1,19,19,4.0%,50%,https://www.estimize.com/users/analyst_5165494
