TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
STNG,Feb-13,4,-27,-6.8,58.8%,22%,https://www.estimize.com/users/cryptomahdi
ZM,Feb-27,4,-19,-4.8,25.0%,28%,https://www.estimize.com/users/cryptomahdi
TSLA,Jan-25,1,8,8,51.7%,58%,https://www.estimize.com/users/cryptomahdi
AMZN,Feb-2,1,-5,-5,15.1%,63%,https://www.estimize.com/users/cryptomahdi
