TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
TSLA,Jan-25,1,15,15,50.9%,58%,https://www.estimize.com/users/analyst_5885980
AMZN,Feb-2,1,11,11,16.3%,64%,https://www.estimize.com/users/analyst_5885980
MSFT,Jan-24,1,23,23,3.1%,62%,https://www.estimize.com/users/analyst_5885980
