TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
TSLA,Jan-25,1,8,8,51.1%,60%,https://www.estimize.com/users/analyst_6328395
AMZN,Feb-2,1,14,14,14.5%,70%,https://www.estimize.com/users/analyst_6328395
NFLX,Jan-17,1,-4,-4,3.1%,64%,https://www.estimize.com/users/analyst_6328395
