TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,1,11,11,13.9%,69%,https://www.estimize.com/users/analyst_6874539
AMD,Jan-31,1,-19,-19,20.1%,18%,https://www.estimize.com/users/analyst_6874539
NVDA,Feb-16,1,30,30,2.4%,69%,https://www.estimize.com/users/analyst_6874539
