TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
TSLA,Jan-25,1,-15,-15,58.5%,25%,https://www.estimize.com/users/analyst_541129
AMZN,Feb-2,1,-5,-5,13.8%,67%,https://www.estimize.com/users/analyst_541129
