TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
TSLA,Jan-25,6,75,12.5,32.4%,57%,https://www.estimize.com/users/analyst_9651559
AMZN,Feb-2,1,-3,-3,13.8%,38%,https://www.estimize.com/users/analyst_9651559
