TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,1,-5,-5,17.4%,60%,https://www.estimize.com/users/sd
WDC,Jan-26,1,35,35,1.6%,69%,https://www.estimize.com/users/sd
AAPL,Jan-26,1,-12,-12,14.7%,21%,https://www.estimize.com/users/sd
