TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,1,-6,-6,15.6%,59%,https://www.estimize.com/users/analyst_7969908
TGT,Feb-28,1,-6,-6,2.3%,54%,https://www.estimize.com/users/analyst_7969908
SQ,Feb-22,1,23,23,6.5%,47%,https://www.estimize.com/users/analyst_7969908
SNAP,Feb-7,1,10,10,38.2%,42%,https://www.estimize.com/users/analyst_7969908
