TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,6,28,4.7,19.8%,45%,https://www.estimize.com/users/analyst-srini
GOOGL,Jan-31,4,-24,-6,19.7%,7%,https://www.estimize.com/users/analyst-srini
SHOP,Feb-15,4,-57,-14.3,42.7%,8%,https://www.estimize.com/users/analyst-srini
TSLA,Jan-25,1,17,17,3.2%,72%,https://www.estimize.com/users/analyst-srini
TWLO,Feb-8,0,22,44,1.0%,100%,https://www.estimize.com/users/analyst-srini
