TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,3,12,4,25.2%,46%,https://www.estimize.com/users/analyst_6973962
TSLA,Jan-25,1,-6,-6,52.2%,51%,https://www.estimize.com/users/analyst_6973962
GRPN,Feb-15,1,29,29,39.8%,95%,https://www.estimize.com/users/analyst_6973962
