TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
DIS,Feb-7,1,-14,-14,54.2%,17%,https://www.estimize.com/users/analyst_3723179
AMZN,Feb-2,1,-6,-6,15.9%,56%,https://www.estimize.com/users/analyst_3723179
GOOGL,Jan-31,1,-12,-12,13.5%,27%,https://www.estimize.com/users/analyst_3723179
