TICKER,REPORTS,QUARTERS,POINTS,PTS_EST,ERROR RATE,ACCURACY,url
AMZN,Feb-2,1,27,27,13.0%,72%,https://www.estimize.com/users/analyst_6850049
AAPL,Jan-26,1,25,25,6.3%,66%,https://www.estimize.com/users/analyst_6850049
MSFT,Jan-24,1,21,21,3.7%,57%,https://www.estimize.com/users/analyst_6850049
SONY,Feb-2,1,-7,-7,56.7%,47%,https://www.estimize.com/users/analyst_6850049
